reference,count
"bourdieu p., distinction: a social critique of the judgment of taste",1
"bourdieu p., social space and symbolic power, sociological theory, 3, 1, pp. 14-25, (1989)",1
"bourdieu p., bourdieu p., et al., site effects, the weight of the world: social suffering in contemporary society, pp. 123-129, (1993)",1
"bourdieu p., invitation to reflexive sociology, (1992)",1
"bourdieu p., sur l'Ã©tat: cours au collÃ¨ge de france (1989â1992), (2012)",1
"bourdieu p., the rules of art: genesis and structure of the artistic field, (1996)",1
"bourdieu p., esquisse d'une thÃ©orie de la pratique, prÃ©cÃ©dÃ© de trois Ã©tudes d'Ã©thnologie kabyle, (1972)",1
"bourdieu p., passeron j.-c., reproduction in education, society, and culture., (1977)",1
"bourdieu p., handbook of theory and research of education, (1986)",1
"bourdieu p., espace social et genÃ¨se des âclassesâ, actes de la recherche en sciences sociales, 52-53, pp. 3-14, (1984)",1
"bourdieu p., a science that makes trouble, sociology in question, pp. 8-19, (1984)",1
"bourdieu p., la cause de la science, actes de la recherche en sciences sociales, 106-107, pp. 3-10, (1995)",1
"bourdieu p., scattered remarks, european journal of social theory, 2, 3, pp. 333-340, (1999)",1
"bourdieu p., boltanski l., le fÃ©tichisme de la langue, actes de la recherche en sciences sociales, 4, pp. 2-32, (1975)",1
"bourdieu p., boltanski l., la production de lâidÃ©ologie dominante, actes de la recherche en sciences sociales, 2-3, pp. 4-73, (1976)",1
"bourdieu p., boltanski l., la production de lâidÃ©ologie dominante, (1976)",1
"bourdieu p., wacquant l., sociology as socioanalysis, an invitation to reflexive sociology, pp. 62-74, (1992)",1
"bourdieu p., wacquant l., the logic of fields, an invitation to reflexive sociology, pp. 94-115, (1992)",1
"bourdieu p., wacquant l., interest, habitus, rationality, an invitation to reflexive sociology, pp. 115-140, (1992)",1
"bourdieu p., wacquant l., language, gender, and symbolic violence, an invitation to reflexive sociology, pp. 140-174, (1992)",1
"bourdieu p., boltanski l., de saint martin m., les stratÃ©gies de reconversion. les classes sociales et le systÃ¨me dâenseignement, information sur les sciences sociales, 12, 5, pp. 61-113, (1973)",1
"bourdieu p., erving goffman, discoverer on the infinitely small, theory, culture & society, 2, 1, pp. 112-113, (1983)",1
"bourdieu p., wacquant l., an invitation to reflexive sociology, (1993)",1
"bourdieu p., et al., the weight of the world. social suffering in contemporary society., (1999)",1
"bourdieu p., chamboredon j.-c., passeron j.-c., the craft of sociology: epistemological preliminaries, translated by richard nice, (1991)",1
"bourdieu p., algeria 1960, translated by richard nice, (1979)",1
"bourdieu p., on the state. lectures at the college de france, 1989â1992, (2014)",1
"bourdieu p., sayad a., le dÃ©racinement: la crise de lâagriculture traditionnelle en algÃ©rie, (1964)",1
"bourdieu p., wacquant l., rethinking the state: genesis and structure of the bureaucratic field, sociological theory, 12, 1, pp. 1-18, (1994)",1
"bourdieu p., participant objectivation, journal of the royal anthropological institute (n.s.), 9, pp. 281-294, (2003)",1
"bourdieu p., gender and symbolic violence, violence in war and peace, pp. 339-342, (2004)",1
"bourdieu p., in other words: essays towards a reflexive sociology, (1988)",1
"bourdieu p., the logic of practice, (1989)",1
"bourdieu p., chamoredon j.-c., passeron j.-c., the craft of sociology: epistemological preliminaries, (1991)",1
"bourdieu p., distinction: a social critique of the judgement of taste cadge, (1984)",1
"bourdieu p., distinction: a social critique of the judgement of taste, pp. 499-525, (2019)",1
"bourdieu p., the force of law: towards a sociology of the juridical field, hastings journal of law, 38, pp. 209-248, (1987)",1
"bourdieu p., the forms of capital, the handbook of theory and research for the sociology of education, pp. 241-258, (1985)",1
"bourdieu p., legitimation and structured interests in weber's sociology of religion, max weber, rationality, and modernity, pp. 119-136, (1987)",1
"bourdieu p., culture is in danger, firing back: against the tyranny of the market, 2, (2003)",1
"bourdieu p., social space and field of power, (1998)",1
"bourdieu p., photography: a middle-brow art, translated by shaun whiteside, (1990)",1
"bourdieu p., the logic of practice, translated by richard nice, (1990)",1
"bourdieu p., on the possibility of a field of world sociology, social theory for a changing society, pp. 373-387, (1991)",1
"bourdieu p., translated by gino raymond and matthew adamson, (1991)",1
"bourdieu p., rites of institution, language and symbolic power, pp. 117-226, (1991)",1
"bourdieu p., from ruling class to field of power: an interview with pierre bourdieu on la noblesse d'etat. theory, culture, and society, 10, pp. 19-44, (1993)",1
"bourdieu p., manet and the institutionalization of anomie, the field of cultural production, pp. 238-253, (1993)",1
"bourdieu p., the rules of art: genesis and structure of the literary field, translated by susan emanuel, (1996)",1
"bourdieu p., is a disinterested act possible?, practical reason: on the theory of action, pp. 75-91, (1998)",1
"bourdieu p., rethinking the state: genesis and structure of the bureaucratic field, in practical reason, pp. 25-63, (1998)",1
"bourdieu p., acts of resistance: against the tyranny of the market, translated by richard nice, (1998)",1
"bourdieu p., sketch for a self, (2007)",1
"bourdieu p., the philosophical institution, philosophy in france today, pp. 1-8, (1983)",1
"bourdieu p., les conditions sociales de la circulation internationale des idÃ©es, romanische zeitschrift fÃ¼r literaturgeschichte, 1-2, pp. 1-10, (1990)",1
"bourdieu p., la double vÃ©ritÃ© du travail, actes de la recherche en sciences sociales, 114, 1, pp. 89-90, (1996)",1
"bourdieu p., the state nobility. elite schools in the field of power",1
"bourdieu p., passeron j.c., la reproducciÃ³n: elementos para una teorÃ­a del sistema de enseÃ±anza, (1970)",1
"bourdieu p., algeria 1960: essays, (1979)",1
"bourdieu p., the kabyle house or the world reversed, the logic of practice, (1970)",1
"bourdieu p., the family spirit', appendix of ch. 3 'rethinking the state, practical reason, (1990)",1
"bourdieu p., et al., the weight of the world, (1993)",1
"bourdieu p., the state nobility elite schools in the field of power, (1996)",1
"bourdieu p., accardo a., balazs g., beaud s., bonvin f., bourdieu e., bourgois f., broccolichi s., champagne p., the weight of the world: social suffering in contemporary society, (1999)",1
"bourdieu p., passeron j.-c., reproduction: in education, society, and culture, (1988)",1
"bourdieu p., distinction:a social critique of the judgement of taste, (1984)",1
"bourdieu p., in other words: essays towards a reflexive so, (1990)",1
"bourdieu p., esquisse dâune thÃ©orie de la pratique: prÃ©cÃ©dÃ© de trois Ã©tudes dâethnologie kabyle, (1972)",1
"bourdieu p., le champ Ã©conomique, actes de la recherche en sciences sociales, 119, 1, pp. 48-66, (1997)",1
"bourdieu p., richardson j.g., the forms of capital, handbook of theory and research for the sociology of education, pp. 241-259, (1986)",1
"bourdieu p., christin r., la construction du marchÃ©, actes de la recherche en sciences sociales, 81, 1, pp. 65-85, (1990)",1
"bourdieu p., the field of cultural production: essays on an and literature, (1993)",1
"bourdieu p., boltanski l., castel r., chamboredon j.-c., lagneau g., schnapper d., photographie: un art moyen, (1965)",1
"bourdieu p., cultural reproduction and social reproduction, in knowledge, education and cultural change, (1973)",1
"bourdieu p., sayad a., le dÃ©racinement: la crise de agriculture traditionnelle en algerie, (1964)",1
"bourdieu p., sayad a., uprooting, (2015)",1
"bourdieu p., nee r., distinction: a social critique of the judgement of taste, (2010)",1
"bourdieu p., sociology is a martial art, (2010)",1
"bourdieu p., forms of capital, handbook of theory of research for the sociology of education, pp. 1-17, (1986)",1
"bourdieu p., social space and symbolic space, contemporary sociological theory, (1994)",1
"bourdieu p., passeron j.c., reproduction in education, society and culture (trans. richard nice), (1977)",1
"bourdieu p., chamboredon j.c., passeron j.c., sociology as a craft: epistemological preliminaries, (1991)",1
"bourdieu p., distinctions: a social critique of the judgment of taste, (1977)",1
"bourdieu p., wacquant l.j.d., toward a reflexive sociology: a workshop with pierre bourdieu, sociological theory, 7, 1, pp. 26-63, (1989)",1
"bourdieu p., distinctions social critique of the judgment of taste, (1984)",1
"bourdieu p., loic j., wacquant d., farage s., rethinking the state: genesis and structure of the bureaucratic field, sociological theory, 12, pp. 1-18, (1994)",1
"bourdieu p., wacqant l., an invitation to reflexive sociology, (1992)",1
"bourdieu p., chamboredon j.-c., passeron j.-c., le mÃ©tier du sociologue. prÃ©alables Ã©pistemologiques, (1968)",1
"bourdieu p., die biographische illusion, bios, 3, pp. 75-82, (1990)",1
"bourdieu p., outline of a theory of practice, trans. richardnice., (1977)",1
"bourdieu p., cultural reproduction and social reproduction, knowledge, education and cultural change: papers in the sociology of education, pp. 339-362, (1973)",1
"bourdieu p., cultural reproduction and social reproduction, knowledge, education and cultural change, pp. 77-122, (1973)",1
"bourdieu p., Ã  propos de la famille comme catÃ©gorie rÃ©alisÃ©e, actes de la recherche en sciences sociales, 100, pp. 32-36, (1993)",1
"bourdieu p., the forms of capital, handbook for the sociology of education, pp. 241-58, (1986)",1
"bourdieu p., boltanski l., changes in social structure and changes in the demand for education, contemporary europe. social structures and cultural patterns, pp. 197-227, (1978)",1
"bourdieu p., la noblesse dâÃ©tat: grandes corps et esprit de corps, (1989)",1
"bourdieu p., distinction: a social critique of the judgement of taste, (2003)",1
"bourdieu p., from the king's house to the reason of state, constellations, 11, pp. 16-36, (2004)",1
"bourdieu p., Ã¶konomisches kapital, kulturelles kapital, soziales kapital, soziale ungleichheiten (soziale welt, sonderheft 2), pp. 183-198, (1983)",1
"bourdieu p., sociology in question, 18, (1993)",1
"bourdieu p., wacquant l.j.d., invitation to a reflexive sociology, (1992)",1
"bourdieu p., passeron j.c., representation in education, society, and culture, (1977)",1
"bourdieu p., cÃ©libat et condition paysanne, Ã©tudes rurales, 5-6, pp. 32-135, (1962)",1
"bourdieu p., the forms of capital, handbook of theory and research for the sociology of education, pp. 241-255, (1986)",1
"bourdieu p., distinction: a social critique of the judgement of taste, trans. nice r, (1984)",1
"bourdieu p., the forms of capital, handbook of theory and research for the sociology and education, (1986)",1
"bourdieu p., le sens pratique, practical reason, (1980)",1
"bourdieu p., le capital social, social capital. actes de recherche en sciences sociales, 31, pp. 2-3, (1980)",1
"bourdieu p., mÃ©ditations pascaliennes. [pascalian mediations], (1997)",1
"bourdieu p., sur la television, (2008)",1
"bourdieu p., distinctions: a social critique of the judgement of taste., (1984)",1
"bourdieu p., the forms of capital, education, culture, economy and society, pp. 46-58, (1986)",1
"bourdieu p., champ du pouvoir et division du travail de domination. texte manuscrit inÃ©dit ayant servi de support de cours au collÃ¨ge de france, 1985â1986, actes de la recherche en sciences sociales, 190, 5, pp. 126-139, (2011)",1
"bourdieu p., political representation: elements for a theory of the political field, language and symbolic power, pp. 171-202, (1982)",1
"bourdieu p., the field of cultural production, or: the economic world reversed, the field of cultural production, pp. 29-73, (1993)",1
"bourdieu p., symbolic power, critique of anthropology, 4, 13â14, pp. 77-85, (1979)",1
"bourdieu p., the forms of capital, the sociology of economic life, pp. 78-92, (2018)",1
"bourdieu p., passeron j.-c., reproduction in education, society and culture, 5, (1977)",1
"bourdieu p., wacquant l., the cunning of imperialist reason, theory, culture & society, 16, 1, pp. 41-57, (1999)",1
"bourdieu p., the biographical illusion, identity, (2000)",1
"bourdieu p., the role of intellectuals today, theoria, 49, 99, pp. 1-6, (2002)",1
"bourdieu p., passeron j.-c., reproduction in education, society and culture, (1994)",1
